Horned Grebe	The horned grebe or Slavonian grebe (Podiceps auritus) is a relatively small waterbird in the family Podicipedidae. There are two known subspecies: P. a. auritus, which breeds in the Palearctic, and P. a. cornutus, which breeds in North America. The Eurasian subspecies is distributed over most of northern Europe and the Palearctic, breeding from Greenland to western China. The North American subspecies spans most of Canada and some of the United States. The species got its name from large patches of yellowish feathers located behind the eyes, called "horns", that the birds can raise and lower at will.	Horned grebe/Grebe/Pied-billed grebe/Black-necked grebe/Red-necked grebe/Great crested grebe/Little grebe/Western grebe/Clark's grebe/Hooded grebe				
Pied billed Grebe	The pied-billed grebe (Podilymbus podiceps) is a species of the grebe family of water birds. Since the Atitlán grebe (Podilymbus gigas) has become extinct, it is the sole extant member of the genus Podilymbus. The pied-billed grebe is primarily found in ponds throughout the Americas. Other names of this grebe include American dabchick, rail, dabchick, Carolina grebe, devil-diver, dive-dapper, dipper, hell-diver, pied-billed dabchick, pied-bill, thick-billed grebe, and water witch.	Pied-billed grebe/Grebe/Atitlán grebe/Horned grebe/Clark's grebe/Little grebe/Red-necked grebe/Podilymbus/Western grebe/Great crested grebe				
Western Grebe	The western grebe (Aechmophorus occidentalis) is a species in the grebe family of water birds. Folk names include "dabchick", "swan grebe" and "swan-necked grebe". Western grebe fossils from the Late Pleistocene of southwest North America were described as a distinct species, but later ranked as a paleosubspecies Aechmophorus occidentalis lucasi. More recent study found them to fall within the variation now known to exist in today's birds.	Western grebe/Clark's grebe/Grebe/Horned grebe/Pied-billed grebe/Little grebe/Black-necked grebe/Red-necked grebe/Great crested grebe/Junin grebe				
Blue Grosbeak	The blue grosbeak (Passerina caerulea), is a medium-sized North American passerine bird in the cardinal family Cardinalidae. It is mainly migratory, wintering in Central America and breeding in northern Mexico and the southern United States. The male is blue with two brown wing bars. The female is mainly brown with scattered blue feathers on the upperparts and two brown wing bars.	Blue grosbeak/Grosbeak/Cardinal (bird)/Glaucous-blue grosbeak/Indigo/Bluebird of happiness/Blue-black grosbeak/Rose-breasted grosbeak/Black-headed grosbeak/Wildlife of Missouri				
Evening Grosbeak	The evening grosbeak (Coccothraustes vespertinus) is a passerine bird in the finch family Fringillidae found in North America.	Evening grosbeak/Grosbeak/Finch/Xanthochromism/Hawfinch/Coccothraustes/List of birds of New York (state)/Wildlife of Missouri/Hooded grosbeak/Lutein				
Pine Grosbeak	The pine grosbeak (Pinicola enucleator) is a large member of the true finch family, Fringillidae. It is the only species in the genus Pinicola. It is found in coniferous woods across Alaska, the western mountains of the United States, Canada, and in subarctic Fennoscandia and across the Palearctic to Siberia. The species is a frugivore, especially in winter, favoring small fruits, such as rowans (mountain-ashes in the New World). With fruit-crop abundance varying from year to year, pine grosbeak is one of many subarctic-resident bird species that exhibit irruptive behavior. In irruption years, individuals can move long distances in search of suitable food supplies, bringing them farther south and/or downslope than is typical of years with large fruit crops.  	Pine grosbeak/Grosbeak/Finch/Black-headed grosbeak/Pyrrhula/List of birds of New York (state)/Bearspaw, Alberta/Christmas tree pests and weeds/Eurasian bullfinch/List of birds of Alberta				
Rose breasted Grosbeak	The rose-breasted grosbeak (Pheucticus ludovicianus) is a large, seed-eating grosbeak in the cardinal family (Cardinalidae). It is primarily a foliage gleaner. Males have black heads, wings, backs, and tails, and a bright rose colored patch on their white breast. Males and females exhibit marked sexual dimorphism.  Breeding habitat consists of cool-temperate open deciduous woods throughout much of eastern North America, with migration to tropical America in winter. Rose-breasted grosbeaks have an average maximum lifespan of 7.3 years in the wild, and up to 24 years in captivity. Death in the wild is generally due to collision with objects (buildings, cars, etc) and predation, to eggs, nestlings and adults.  	Rose-breasted grosbeak/Black-headed grosbeak/Grosbeak/Xanthochromism/List of birds by common name/List of birds of Ontario/Cardinal (bird)/Gynandromorphism/List of birds of North Carolina/List of birds of New York (state)				
Pigeon Guillemot	The pigeon guillemot (Cepphus columba) is a species of bird in the auk family, Alcidae. One of three species in the genus Cepphus, it is most closely related to the spectacled guillemot. There are five subspecies of the pigeon guillemot; all subspecies, when in breeding plumage, are dark brown with a black iridescent sheen and a distinctive wing patch broken by a brown-black wedge. Its non-breeding plumage has mottled grey and black upperparts and white underparts. The long bill is black, as are the claws. The legs, feet, and inside of the mouth are red. It closely resembles the black guillemot, which is slightly smaller and lacks the dark wing wedge present in the pigeon guillemot. Combined, the two form a superspecies. This seabird is found on North Pacific coastal waters, from Siberia through Alaska to California.  The pigeon guillemot breeds and sometimes roosts on rocky shores, cliffs, and islands close to shallow water. In the winter, some birds move slightly south in the northernmost part of their range in response to advancing ice and migrate slightly north in the southern part of their range, generally preferring more sheltered areas. This species feeds on small fish and marine invertebrates, mostly near the sea floor, that it catches by pursuit diving. Pigeon guillemots are monogamous breeders, nesting in small colonies close to the shore. They defend small territories around a nesting cavity, in which they lay one or two eggs. Both parents incubate the eggs and feed the chicks. After leaving the nest the young bird is completely independent of its parents. Several birds and other animals prey on the eggs and chicks. The pigeon guillemot is considered to be a least concern species by the International Union for Conservation of Nature. This is due to its large, stable population and wide range. Threats to this bird include climate change, introduced mammalian predators, and oil spills.	Pigeon guillemot/Guillemot/Auk/Black guillemot/Spectacled guillemot/Great auk/Urup/List of birds of Japan/Oregon Coast Aquarium/List of birds of Canada				
California Gull	The California gull (Larus californicus), or seagull, is a medium-sized gull, smaller on average than the herring gull but larger on average than the ring-billed gull, though it may overlap in size greatly with both.  	California gull/Gull/Western gull/Larus/Great black-backed gull/Ivory gull/American herring gull/Silver gull/Ring-billed gull/Common gull				
Glaucous winged Gull	The glaucous-winged gull (Larus glaucescens) is a large, white-headed gull. The genus name is from Latin Larus which appears to have referred to a gull or other large seabird. The specific glaucescens is New Latin for "glaucous" from the Ancient Greek, glaukos. English "Glaucous" denotes a bluish-green or grey colour.	Glaucous-winged gull/Glaucous gull/Gull/Glaucous/Western gull/Black-headed gull/European herring gull/Lesser black-backed gull/Bonaparte's gull/Silver gull				
Heermann Gull	Heermann's gull (Larus heermanni) is a gull resident in the United States, Mexico and extreme southwestern British Columbia, nearly all nesting on Isla Rasa in the Gulf of California. They are usually found near shores or well out to sea, very rarely inland. The species is named after Adolphus Lewis Heermann, nineteenth-century explorer and naturalist.	Heermann's gull/Gull/Heermann/Great black-backed gull/Adolphus Lewis Heermann/Common gull/Black-headed gull/Lesser black-backed gull/Vega gull/European herring gull				
Herring Gull	Herring gull is a common name for several birds in the genus Larus, all formerly treated as a single species.  Three species are still combined in some taxonomies:  American herring gull (Larus smithsonianus) - North America European herring gull (Larus argentatus) - Northern Europe Vega gull (Larus vegae) - East AsiaAdditional species formerly included within this species include:  Armenian gull (Larus armenicus) - Caucasus and Middle East Caspian gull (Larus cachinnans) - Eastern Europe and Central Asia Yellow-legged gull (Larus michahellis) - Southern Europe, North Africa and Middle EastOther large gulls in Larus are also similar to herring gulls.	Herring gull/European herring gull/American herring gull/Gull/Vega gull/Yellow-legged gull/Lesser black-backed gull/California gull/Great black-backed gull/Caspian gull				
Ivory Gull	The ivory gull (Pagophila eburnea) is a small gull, the only species in the genus Pagophila. It breeds in the high Arctic and has a circumpolar distribution through Greenland, northernmost North America, and Eurasia.	Ivory gull/Gull/Ivory (color)/Common gull/Sabine's gull/Ring-billed gull/California gull/Kelp gull/Western gull/Silver gull				
Ring billed Gull	The ring-billed gull (Larus delawarensis) is a medium-sized gull. The genus name is from Latin Larus which appears to have referred to a gull or other large seabird. The specific delawarensis refers to the Delaware River.	Ring-billed gull/Common gull/California gull/Red-billed gull/Larus/Gull/Silver gull/European herring gull/Black-billed gull/Western gull				
Slaty backed Gull	The slaty-backed gull (Larus schistisagus) is a large, white-headed gull that breeds on the north-eastern coast of the Palearctic, but travels widely during nonbreeding seasons.  It is similar in appearance to the western gull and the glaucous-winged gull.  Another alternate name is  Pacific gull, though this also applies to a Southern Hemisphere species, L. pacificus.  Claims have been made as to its (sometimes occasional) presence throughout North America. as well as the eastern coast of temperate Asia (Palearctic). On 3 November 2012, an individual was spotted in Finland. The species has only been spotted three times before in Europe.This species is tied with the yellow-footed gull for fourth-largest gull species. This species measures 55–68.5 cm (21.7–27.0 in) in length, 132–160 cm (52–63 in) in wingspan, and  1.05–1.7 kg (2.3–3.7 lb) in weight. Among standard measurements, the wing chord is 40 to 48 cm (16 to 19 in), the bill is 4.8 to 6.5 cm (1.9 to 2.6 in), and the tarsus is 6 to 7.6 cm (2.4 to 3.0 in). It has a white head, belly, and tail with a dark slaty-gray back and wings with a broad white trailing edge.  The wings and back are slightly darker than those of the western gull.  The undersides of the wings feature a "string of pearls" pattern along their edges; these can be seen from below when the bird is in flight.  Its eyes are yellow.  The legs are pink and short when compared with those of similar-looking gulls, and the body appears more stout. The bill is yellow with orange-red subterminal spot (the spot near the end of the bill that chicks peck  to stimulate regurgitative feeding). Immature gulls' plumage is brown, similar to that of the great black-backed gull, but paler, and is practically indistinguishable from the immature herring gull in the field.	Slaty-backed gull/Kelp gull/Larus/Great black-backed gull/Lesser black-backed gull/Gull/Western gull/Black-headed gull/Common gull/Red-billed gull				
Western Gull	The western gull (Larus occidentalis) is a large white-headed gull that lives on the west coast of North America. It was previously considered conspecific with the yellow-footed gull (Larus livens) of the Gulf of California. The western gull ranges from British Columbia, Canada to Baja California, Mexico.	Western gull/Gull/Yellow-legged gull/California gull/European herring gull/Common gull/Alliant International University/Lesser black-backed gull/Ring-billed gull/Larus				
Anna Hummingbird	Anna's hummingbird (Calypte anna) is a medium-sized bird species of the family Trochilidae. It was named after Anna Masséna, Duchess of Rivoli.It is native to western coastal regions of North America. In the early 20th century, Anna's hummingbirds bred only in northern Baja California and southern California. The transplanting of exotic ornamental plants in residential areas throughout the Pacific coast and inland deserts provided expanded nectar and nesting sites, allowing the species to expand its breeding range.	Anna's hummingbird/Hummingbird/Hummingbird hawk-moth/The Hummingbird Project/Rufous hummingbird/Calliope hummingbird/List of hummingbird species/Black-chinned hummingbird/Anna of the North/Motor unit				
Ruby throated Hummingbird	The ruby-throated hummingbird (Archilochus colubris) is a species of hummingbird that generally spends the winter in Central America, Mexico, and Florida, and migrates to Canada and other parts of Eastern North America for the summer to breed. It is by far the most common hummingbird seen east of the Mississippi River in North America.	Ruby-throated hummingbird/Hummingbird/Black-chinned hummingbird/List of North American hummingbirds/Ruby (color)/List of birds of New York (state)/List of birds of Ontario/List of hummingbird species/Ruby-topaz hummingbird/Heart				
Rufous Hummingbird	The rufous hummingbird (Selasphorus rufus) is a small hummingbird, about 8 cm (3.1 in) long with a long, straight and slender bill. These birds are known for their extraordinary flight skills, flying 2,000 mi (3,200 km) during their migratory transits. It is one of seven species in the genus Selasphorus.	Rufous hummingbird/Hummingbird/Rufous-tailed hummingbird/Allen's hummingbird/Calliope hummingbird/List of birds by common name/List of hummingbird species/Black-chinned hummingbird/Broad-tailed hummingbird/Rufous-crested coquette				
Green Violetear	The Mexican violetear (Colibri thalassinus) is a medium-sized, metallic green hummingbird species commonly found in forested areas from Mexico to Nicaragua. This species, together with the lesser violetear were previously considered conspecific, and together called the green violetear.	Mexican violetear/Green violetear/Lesser violetear/Violetear/Pollinator/List of birds by common name/Brown violetear/List of birds of Honduras/List of least concern birds/List of hummingbird species				
Long tailed Jaeger	The long-tailed skua or long-tailed jaeger (Stercorarius longicaudus) is a seabird in the skua family Stercorariidae.	Long-tailed jaeger/Skua/Parasitic jaeger/Indian Birds/List of birds of Antarctica/Chionophile/Fauna of Illinois/List of birds of Washington (state)/Great skua/List of birds of Michigan				
Pomarine Jaeger	The pomarine jaeger (Stercorarius pomarinus), pomarine skua, or pomatorhine skua, is a seabird in the skua family Stercorariidae. It is a migrant, wintering at sea in the tropical oceans.  	Pomarine jaeger/Skua/Great skua/Parasitic jaeger/List of birds of Florida/List of birds of Antarctica/List of birds of Georgia (U.S. state)/List of birds of North Carolina/List of birds of Maryland/Chionophile				
Blue Jay	The blue jay (Cyanocitta cristata) is a passerine bird in the family Corvidae, native to eastern North America. It resides through most of the eastern and central United States, although eastern populations may be migratory. Resident populations are also found in Newfoundland, Canada while breeding populations can be found across southern Canada. It breeds in both deciduous and coniferous forests, and is common in residential areas. It is predominantly blue with a white chest and underparts, and a blue crest; it has a black, U-shaped collar around its neck and a black border behind the crest. Males and females are similar in size and plumage, and plumage does not vary throughout the year. Four subspecies of the blue jay have been recognized. The blue jay mainly feeds on nuts and seeds such as acorns, soft fruits, arthropods, and occasionally small vertebrates. It typically gleans food from trees, shrubs, and the ground, though it sometimes hawks insects from the air. Blue Jays can be very aggressive towards other birds; they sometimes raid nests and have even been observed decapitating other birds. Like squirrels, blue jays are known to hide nuts for later consumption. It builds an open cup nest in the branches of a tree, which both sexes participate in constructing. The clutch can contain two to seven eggs, which are blueish or light brown with brown spots. Young are altricial, and are brooded by the female for 8–12 days after hatching. They may remain with their parents for one to two months. The name "jay" derives from its noisy, garrulous nature and has been applied to other birds of the same family, which are also mostly gregarious. It is sometimes called a "jaybird".	Blue jay/Toronto Blue Jays/Blue Jay (film)/Steller's jay/Blue Jay Way/Blue Jay (disambiguation)/Jay/Blue Jay (comics)/Dunedin Blue Jays/Jake Hoffman				
Florida Jay	The Florida scrub jay (Aphelocoma coerulescens) is one of the species of scrub jay native to North America. It is the only species of bird endemic to the U.S. state of Florida and one of only 15 species endemic to the continental United States. Because of this, it is keenly sought by birders. It is known to have been present in Florida as a distinct species for at least 2 million years, and is possibly derived from the ancestors of Woodhouse's scrub jay.It measures 23 to 28 cm (9.1 to 11.0 in) in length, and weighs from 66 to 92 g (2.3 to 3.2 oz), with an average 80.2 g (2.83 oz). The wingspan of the jay is 33–36 cm (13–14 in). It has a strong black bill, blue head and nape without a crest, a whitish forehead and supercilium, blue bib, blue wings, grayish underparts, gray back, long blue tail, black legs and feet.	Florida scrub jay/Blue jay/Jay, Florida/Jay/Jay Feely/Jay Black/Florida/Jay Gruden/Jay North/California scrub jay				
Green Jay	The green jay (Cyanocorax luxuosus) is a species of the New World jays, and is found in Central America. Adults are about 27 cm (11 in) long and variable in colour across their range; they usually have blue and black heads, green wings and mantle, bluish-green tails, black bills, yellow or brown eye rings, and dark legs. The basic diet consists of arthropods, vertebrates, seeds, and fruit. The nest is usually built in a thorny bush; the female incubates the clutch of three to five eggs. This is a common species of jay with a wide range and the International Union for Conservation of Nature has rated its conservation status as being of "least concern".	Green jay/Jay/Blue jay/Graphium agamemnon/Steller's jay/California scrub jay/Andre Green/Corvidae/Jay P. Green/Magpie				
Dark eyed Junco	The dark-eyed junco (Junco hyemalis) is a species of junco, a group of small, grayish American sparrows. This bird is common across much of temperate North America and in summer ranges far into the Arctic. It is a very variable species, much like the related fox sparrow (Passerella iliaca), and its systematics are still not completely untangled.	Dark-eyed junco/Junco/Yellow-eyed junco/Snowbird/White-winged junco/List of fauna of Washington (state)/Cowbird/Guadalupe junco/List of birds of Ontario/Risk-sensitive foraging models				
Tropical Kingbird	The tropical kingbird (Tyrannus melancholicus) is a large tyrant flycatcher. This bird breeds from southern Arizona and the lower Rio Grande Valley of Texas in the United States through Central America, South America as far as south as central Argentina and eastern Peru, and on Trinidad and Tobago. Birds from the northernmost and southern breeding areas migrate to warmer parts of the range after breeding.	Tropical kingbird/Western kingbird/Kingbird/Gray kingbird/List of birds of Wisconsin/List of birds of South Carolina/List of birds of Georgia (U.S. state)/List of birds of Panama/List of birds of Ontario/List of birds of Mississippi				
Gray Kingbird	The gray kingbird or grey kingbird, also known as pitirre, petchary, or white-breasted kingbird (Tyrannus dominicensis) is a passerine bird.	Gray kingbird/Eastern kingbird/Kingbird/Tropical kingbird/List of birds of Georgia (U.S. state)/List of birds of Florida/List of birds of Michigan/Cassin's kingbird/List of birds of New York (state)/Couch's kingbird				
Belted Kingfisher	The belted kingfisher (Megaceryle alcyon) is a large, conspicuous water kingfisher. It is depicted on the 1986 series Canadian $5 note. All kingfishers were formerly placed in one family, Alcedinidae, but recent research suggests that this should be divided into three subfamilies.  	Belted kingfisher/Kingfisher/Water kingfisher/Ringed kingfisher/Megaceryle/Chief Illiniwek/List of birds of Georgia (U.S. state)/List of birds by common name/List of birds of New York (state)/List of birds of Oklahoma				
Green Kingfisher	The green kingfisher (Chloroceryle americana) is a resident breeding bird which occurs from southern Texas in the United States south through Central and South America to central Argentina. This small kingfisher breeds by streams in forests or mangroves. The nest is in a horizontal tunnel which is dug by both sexes. It is up to a metre long made in a river bank. The female lays between three and six white eggs. Green kingfishers are often seen perched on a low shaded branch close to water before plunging in head first after fish. They also eat aquatic insects. These birds often give a pebbly rattling call.	Green kingfisher/American green kingfisher/Kingfisher/Belted kingfisher/Water kingfisher/Green-and-rufous kingfisher/Pied kingfisher/River kingfisher/Common kingfisher/Amazon kingfisher				
Pied Kingfisher	The pied kingfisher (Ceryle rudis) is a species of water kingfisher widely distributed across Africa and Asia. Originally described by Carl Linnaeus in 1758, it has five recognised subspecies. Its black and white plumage and crest, as well as its habit of hovering over clear lakes and rivers before diving for fish, make it distinctive. Males have a double band across the breast, while females have a single gorget that is often broken in the middle. They are usually found in pairs or small family groups. When perched, they often bob their head and flick up their tail.	Pied kingfisher/Kingfisher/Water kingfisher/Belted kingfisher/Birding in Chennai/List of birds by common name/Rasikbil/Kazinag National Park/Sita Mata Wildlife Sanctuary/List of birds of Gauteng				
Ringed Kingfisher	The ringed kingfisher (Megaceryle torquata) is a large, conspicuous and noisy kingfisher bird commonly found along the lower Rio Grande valley in southeasternmost Texas in the United States through Central America to Tierra del Fuego in South America.	Ringed kingfisher/Water kingfisher/Belted kingfisher/Megaceryle/Kingfisher/Common kingfisher/List of birds by common name/American green kingfisher/Vought OS2U Kingfisher/List of birds of Barbados				
White breasted Kingfisher	The white-throated kingfisher (Halcyon smyrnensis) also known as the white-breasted kingfisher is a tree kingfisher, widely distributed in Asia from the Sinai  east through the Indian subcontinent to the Philippines. This kingfisher is a resident over much of its range, although some populations may make short distance movements. It can often be found well away from water where it feeds on a wide range of prey that includes small reptiles, amphibians, crabs, small rodents and even birds. During the breeding season they call loudly in the mornings from prominent perches including the tops of buildings in urban areas or on wires.  	White-throated kingfisher/Blue-breasted kingfisher/Tree kingfisher/Birding in Chennai/Ntangki National Park/Nagdaha/Sita Mata Wildlife Sanctuary/Woodland kingfisher/List of Indian state birds/Indian white-eye				
Red legged Kittiwake	The red-legged kittiwake (Rissa brevirostris) is a seabird species in the gull family Laridae. It breeds in the Pribilof Islands, Bogoslof Island and Buldir Island in the Bering Sea off the coast of Alaska, and the Commander Islands, Russia and spends the winter at sea.  	Red-legged kittiwake/Black-legged kittiwake/Kittiwake/Gull/Yellow-legged gull/Bering Sea/Rissa/European herring gull/Johann Friedrich von Brandt/Fauna of the United States				
Horned Lark	The horned lark (Eremophila alpestris), called the shore lark in Europe, is a species of lark in the family Alaudidae found across the northern hemisphere.  	Horned lark/Lark/Temminck's lark/A History of the Birds of Europe/Alauda/Eremophila (bird)/List of birds by common name/Maghreb lark/List of birds of Georgia (U.S. state)/Eurasian skylark				
Pacific Loon	The Pacific loon or Pacific diver (Gavia pacifica), is a medium-sized member of the loon, or diver, family.	Pacific loon/Loon/Black-throated loon/Common loon/List of birds of Alberta/Yellow-billed loon/Fauna of Illinois/List of birds of Canada/Hidden Lake (Alaska)/List of birds of Iowa				
Mallard	The mallard () (Anas platyrhynchos) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurosiberia, and North Africa and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, Colombia, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. The male birds (drakes) have a glossy green head and are grey on their wings and belly, while the females (hens or ducks) have mainly brown-speckled plumage. Both sexes have an area of white-bordered black or iridescent blue feathers called a speculum on their wings; males especially tend to have blue speculum feathers. The mallard is 50–65 cm (20–26 in) long, of which the body makes up around two-thirds the length. The wingspan is 81–98 cm (32–39 in) and the bill is 4.4 to 6.1 cm (1.7 to 2.4 in) long. It is often slightly heavier than most other dabbling ducks, weighing 0.72–1.58 kg (1.6–3.5 lb). Mallards live in wetlands, eat water plants and small animals, and are social animals preferring to congregate in groups or flocks of varying sizes. This species is the main ancestor of most breeds of domesticated ducks. The female lays eight to thirteen creamy white to greenish-buff spotless eggs, on alternate days. Incubation takes 27 to 28 days and fledging takes 50 to 60 days. The ducklings are precocial and fully capable of swimming as soon as they hatch. The mallard is considered to be a species of least concern by the International Union for Conservation of Nature (IUCN). Unlike many waterfowl, mallards are considered an invasive species in some regions. It is a very adaptable species, being able to live and even thrive in urban areas which may have supported more localised, sensitive species of waterfowl before development. The non-migratory mallard interbreeds with indigenous wild ducks of closely related species through genetic pollution by producing fertile offspring. Complete hybridisation of various species of wild duck gene pools could result in the extinction of many indigenous waterfowl. The wild mallard is the ancestor of most domestic ducks, and its naturally evolved wild gene pool gets genetically polluted by the domesticated and feral mallard populations.	Mallard/Murder of Gregory Glenn Biggs/Mallard (disambiguation)/Trevor Mallard/LNER Class A4 4468 Mallard/Felix Mallard/Mariana mallard/Rob Mallard/Grumman G-73 Mallard/Mallard (documentation)				
Western Meadowlark	The western meadowlark (Sturnella neglecta) is a medium-sized icterid bird, about 8.5 in (22 cm) in length. It nests on the ground in open grasslands across western and central North America. It feeds mostly on bugs, but will also feed on seeds and berries. The western meadowlark has distinctive calls described as watery or flute-like, which distinguish it from the closely related eastern meadowlark. The western meadowlark is the state bird of six states: Montana, Kansas, Nebraska, North Dakota, Oregon, and Wyoming.  	Western meadowlark/List of U.S. state birds/Meadowlark/Eastern meadowlark/Montana/Wyoming/North Dakota/Kansas/Sturnella/Icterid				
Hooded Merganser	The hooded merganser (Lophodytes cucullatus) is a species of small diving duck. It is the only extant species in the genus Lophodytes. The genus name derives from the Greek language: lophos meaning 'crest', and dutes meaning 'diver'. The bird is striking in appearance; both sexes have crests that they can raise or lower, and the breeding plumage of the male is handsomely patterned and coloured.  The hooded merganser has a sawbill but is not classified as a typical merganser. Hooded mergansers are the second smallest species of merganser, with only the smew of Europe and Asia being smaller, and it also is the only merganser whose native habitat is restricted to North America. A species of fossil duck from the Late Pleistocene of Vero Beach, Florida, was described as Querquedula floridana (a genus now included in Anas), but upon reexamination turned out to be a species closely related to the hooded merganser; it is now named Lophodytes floridanus, but the exact relationship between this bird and the modern species is unknown.	Hooded merganser/Mergus/Mergini/List of birds of Kansas/List of birds of North Carolina/List of birds of Virginia/List of birds of Wyoming/List of birds of Manitoba/Central Canadian Shield forests/List of birds of Ontario				
Red breasted Merganser	The red-breasted merganser (Mergus serrator) is a diving duck, one of the sawbills.  The genus name is a Latin word used by Pliny and other Roman authors to refer to an unspecified waterbird, and serrator is a sawyer from Latin serra, "saw". The red-breasted merganser was one of the many bird species originally described by Carl Linnaeus in his landmark 1758 10th edition of Systema Naturae, where it was given the binomial name Mergus serrator.	Red-breasted merganser/Mergus/New Zealand merganser/List of birds by flight speed/Fastest animals/List of birds by common name/Mergini/Hooded merganser/Anatidae/List of birds of North Carolina				
Mockingbird	Mockingbirds are a group of New World passerine birds from the family Mimidae. They are best known for the habit of some species mimicking the songs of other birds and the sounds of insects and amphibians, often loudly and in rapid succession. There are about 17 species in three genera. These do not appear to form a monophyletic lineage: Mimus and Nesomimus are quite closely related; their closest living relatives appear to be thrashers, such as the sage thrasher. Melanotis is more distinct because it seems to represent a very ancient basal lineage of Mimidae.The only mockingbird commonly found in North America is the northern mockingbird (Mimus polyglottos). The Greek word polyglottos means multiple languages.  	Mockingbird/To Kill a Mockingbird/To Kill a Mockingbird (film)/Mockingbird (Marvel Comics)/Northern mockingbird/Operation Mockingbird/Mockingbird (Eminem song)/Harper Lee/List of To Kill a Mockingbird characters/The King and the Mockingbird				
Nighthawk	The nighthawk is a nocturnal bird of the subfamily  Chordeilinae, within the nightjar family, Caprimulgidae, native to the western hemisphere. The term "nighthawk", first recorded in the King James Version of 1611, was originally a local name in England for  the European nightjar. Its use in the Americas refers to members of the genus Chordeiles and related genera was first recorded in 1778.Nighthawks are medium-sized birds with long wings, short legs, and very short bills.  They usually nest on the ground. They feed on flying insects. The least nighthawk, at 16 centimetres (6.3 in) and 23 grams (0.81 oz), is the smallest of all Caprimulgiformes.  Nightjars are sometimes referred to as goatsuckers from the mistaken belief that they suck milk from goats (the Latin for goatsucker is Caprimulgus). In October 2018, the University of Alberta published research on the common nighthawk revealing that it travels 20,000 kilometres every year during migration between the rainforests and savannas of Brazil and its breeding grounds in northern Alberta. Nighthawks have small feet, of little use for walking, and long pointed wings. Their soft plumage is cryptically coloured to resemble bark or leaves. Some species perch facing along a branch, rather than across it as birds usually do. This helps to conceal them during the day. The female lays two patterned eggs directly onto bare ground. They are mostly active in the late evening and early morning or at night and feed on moths and other large flying insects. The bill opens very wide and has a slightly hooked upper tip. Nighthawks are similar in most respects to the nightjars, but have shorter bills and plumage that is less soft. Nighthawks are less strictly nocturnal than many nightjars and may be seen hunting when there is still light in the sky.	Nighthawk/Lockheed F-117 Nighthawk/Common nighthawk/Nighthawk (Marvel Comics)/Nighthawk (comics)/Nighthawk (disambiguation)/Gibson Nighthawk/Honda Nighthawk/Nighthawks (painting)/Nighthawk Custom				
Clark Nutcracker	Clark's nutcracker (Nucifraga columbiana), sometimes referred to as Clark's crow or woodpecker crow, is a passerine bird in the family Corvidae, native to the mountains of western North America. The nutcracker is an omnivore but subsists mainly on pine nuts, burying seeds in the ground in the summer and then retrieving them in the winter by memory.	Clark's nutcracker/Spotted nutcracker/Fauna of California/William Clark/The Nutcracker (Balanchine)/Camp robber/D. L. Clark Company/The Nutcracker Suite (Duke Ellington album)/Nutcracker (bird)/Large-spotted nutcracker				
White breasted Nuthatch	The white-breasted nuthatch (Sitta carolinensis) is a small songbird of the nuthatch family common across much of temperate North America. It is stocky, with a large head, short tail, powerful bill, and strong feet.  It has a black cap, white face, chest, and flanks, blue-gray upperparts, and a chestnut lower belly.  Its nine subspecies differ mainly in the color of the body plumage. Like other nuthatches, the white-breasted nuthatch forages for insects on trunks and branches and is able to move head-first down trees. Seeds form a substantial part of its winter diet, as do acorns and hickory nuts stored in the fall. Old-growth woodland is preferred for breeding. The nest is in a hole in a tree, and the breeding pair may smear insects around the entrance as a deterrent to squirrels. Predators include hawks, owls, and snakes. Forest clearance may lead to local habitat loss, but there are no major conservation concerns over most of its range.  	White-breasted nuthatch/Nuthatch/Red-breasted nuthatch/Przevalski's nuthatch/List of birds of Pennsylvania/List of birds of New York (state)/List of birds of Georgia (U.S. state)/List of birds of California/List of birds of New Jersey/List of birds of British Columbia				
Baltimore Oriole	The Baltimore oriole (Icterus galbula) is a small icterid blackbird common in eastern North America as a migratory breeding bird. It received its name from the resemblance of the male's colors to those on the coat-of-arms of Lord Baltimore.  Observations of interbreeding between the Baltimore oriole and the western Bullock's oriole, Icterus bullockii, led to both being classified as a single species, called the northern oriole, from 1973 to 1995. Research by James Rising, a professor of zoology at the University of Toronto, and others showed that the two birds actually did not interbreed significantly.The Baltimore oriole is the state bird of Maryland. It is also the inspiration for the Baltimore Orioles baseball team.	Baltimore oriole/Baltimore Orioles/Oriole Park at Camden Yards/Baltimore Oriole (disambiguation)/Baltimore Oriole (song)/Baltimore Orioles (1882–1899)/2020 Baltimore Orioles season/Baltimore Orioles Hall of Fame/Oriole Park/List of Baltimore Orioles broadcasters				
Hooded Oriole	The hooded oriole (Icterus cucullatus) is a medium-sized New World oriole.The male of this species ranges in color from a bright orange to a paler yellow, with a black back, face, tail and bib. The wing contains two white wing bars. The female is more of an olive color with some yellow accents.	Hooded oriole/Black-hooded oriole/New World oriole/Hooded pitohui/Oriolus/List of least concern birds/List of birds by common name/List of birds of Kerala/Sanjay National Park/Ceiba pentandra				
